SEASON,HOME,AWAY,W_HOME,W_AWAY,HOME_FG,AWAY_FG,HOME_FGA,AWAY_FGA,HOME_FG_PCT,AWAY_FG_PCT,HOME_FG3,AWAY_FG3,HOME_FG3A,AWAY_FG3A,HOME_FG3_PCT,AWAY_FG3_PCT,HOME_FT,AWAY_FT,HOME_FTA,AWAY_FTA,HOME_FT_PCT,AWAY_FT_PCT,HOME_OFF_REB,AWAY_OFF_REB,HOME_DEF_REB,AWAY_DEF_REB,HOME_TOT_REB,AWAY_TOT_REB,HOME_AST,AWAY_AST,HOME_STL,AWAY_STL,HOME_TURNOVERS,AWAY_TURNOVERS,HOME_BLK,AWAY_BLK,HOME_PTS,AWAY_PTS
2021-22,76ers,Magic,1,0,39,37,97,90,0.402,0.411,10,8,33,33,0.303,0.242,13,14,18,18,0.722,0.778,12,8,43,47,60,60,24,20,7,7,11,12,6,6,101,96
2021-22,Magic,Hornets,0,1,38,39,93,93,0.409,0.419,15,12,42,40,0.357,0.3,8,16,10,21,0.8,0.762,10,12,41,37,60,56,23,26,5,11,15,10,1,11,99,106
2021-22,Magic,Wizards,0,1,31,42,92,84,0.337,0.5,13,12,40,35,0.325,0.343,17,8,20,10,0.85,0.8,14,7,30,41,54,54,21,29,7,6,13,16,5,7,92,104
2021-22,Magic,Jazz,1,0,43,34,87,89,0.494,0.382,12,8,32,42,0.375,0.19,9,24,11,29,0.818,0.828,7,16,32,34,43,63,24,21,8,10,13,18,8,7,107,100
2021-22,Magic,Spurs,0,1,35,40,89,90,0.393,0.444,12,6,41,19,0.293,0.316,7,16,10,18,0.7,0.889,7,5,36,43,53,56,23,23,9,11,18,13,12,7,89,102
2021-22,Pistons,Magic,1,0,36,38,89,87,0.404,0.437,14,16,43,32,0.326,0.5,24,11,30,15,0.8,0.733,17,12,31,34,61,51,26,21,12,5,16,18,6,6,110,103
2021-22,Raptors,Magic,1,0,43,41,86,87,0.5,0.471,9,16,30,34,0.3,0.471,15,11,22,16,0.682,0.688,9,12,31,34,47,54,18,24,11,1,8,17,2,5,110,109
2021-22,Magic,Hornets,0,1,43,43,88,83,0.489,0.518,15,14,40,30,0.375,0.467,10,20,13,24,0.769,0.833,8,10,25,30,45,47,22,22,6,14,19,17,2,4,111,120
2021-22,Spurs,Magic,1,0,49,35,98,86,0.5,0.407,13,9,30,29,0.433,0.31,12,18,18,23,0.667,0.783,13,13,30,31,58,53,32,17,8,6,8,16,3,6,123,97
2021-22,76ers,Pacers,1,0,50,41,90,78,0.556,0.526,12,10,34,23,0.353,0.435,21,28,27,36,0.778,0.778,14,7,28,24,51,40,37,28,14,8,15,17,3,6,133,120
2021-22,Pacers,76ers,0,1,45,47,95,87,0.474,0.54,12,23,40,40,0.3,0.575,20,14,21,18,0.952,0.778,16,5,32,31,53,42,29,34,8,8,16,16,10,3,122,131
2021-22,Pacers,Pistons,0,1,45,43,94,99,0.479,0.434,12,21,38,41,0.316,0.512,15,14,19,18,0.789,0.778,17,10,41,28,63,50,33,31,6,11,19,12,11,4,117,121
2021-22,Raptors,Pacers,1,0,51,33,84,79,0.607,0.418,15,11,32,36,0.469,0.306,14,14,19,20,0.737,0.7,9,9,33,26,46,44,34,23,9,5,6,14,3,3,131,91
2021-22,Grizzlies,Pacers,1,0,50,39,93,92,0.538,0.424,21,9,42,33,0.5,0.273,12,16,17,23,0.706,0.696,16,9,39,22,64,44,34,20,8,7,17,11,9,8,133,103
2021-22,Pacers,Kings,0,1,42,43,91,82,0.462,0.524,14,12,36,37,0.389,0.324,11,12,11,17,1,0.706,10,4,32,32,50,43,34,26,11,7,15,17,3,3,109,110
2021-22,Pacers,Trail Blazers,1,0,48,38,84,81,0.571,0.469,15,9,35,33,0.429,0.273,18,13,21,18,0.857,0.722,11,10,30,22,49,38,38,23,10,10,16,18,2,3,129,98
2021-22,Pacers,Grizzlies,0,1,41,54,98,105,0.418,0.514,6,15,30,40,0.2,0.375,14,12,19,20,0.737,0.6,16,18,33,33,64,57,23,38,4,11,19,10,3,11,102,135
2021-22,Spurs,Pacers,0,1,42,45,102,92,0.412,0.489,11,14,34,36,0.324,0.389,13,15,16,15,0.813,1,15,9,37,38,58,52,28,23,6,6,12,13,3,10,108,119
2021-22,Wizards,Pacers,1,0,45,44,86,85,0.523,0.518,17,10,42,31,0.405,0.323,26,25,32,29,0.813,0.862,5,7,31,35,44,48,33,28,6,3,6,10,4,5,133,123
2021-22,Pistons,Pacers,1,0,42,39,94,100,0.447,0.39,15,10,30,40,0.5,0.25,12,18,18,28,0.667,0.643,19,21,33,34,56,73,28,24,5,4,13,14,9,9,111,106
2021-22,Pacers,Thunder,0,1,49,50,101,101,0.485,0.495,14,11,37,31,0.378,0.355,13,18,22,24,0.591,0.75,12,11,39,43,57,61,31,23,8,8,14,11,11,3,125,129
2021-22,Pacers,Wizards,1,0,45,39,83,91,0.542,0.429,4,17,20,37,0.2,0.459,19,13,29,16,0.655,0.813,7,12,33,32,51,52,30,25,9,7,11,13,6,3,113,108
2021-22,Thunder,Pacers,0,1,43,41,95,95,0.453,0.432,14,13,43,39,0.326,0.333,10,18,17,29,0.588,0.621,10,19,33,41,49,75,22,25,12,7,14,21,6,6,110,113
2021-22,Pacers,Hornets,0,1,44,54,92,93,0.478,0.581,10,24,34,45,0.294,0.533,28,26,34,33,0.824,0.788,17,8,24,28,52,48,33,37,9,9,20,13,3,5,126,158
2021-22,Suns,Pacers,1,0,47,37,96,84,0.49,0.44,7,10,25,29,0.28,0.345,12,19,14,27,0.857,0.704,14,12,37,32,55,51,34,19,11,5,11,18,8,5,113,103
2021-22,Pacers,Suns,0,1,34,40,88,88,0.386,0.455,13,11,43,28,0.302,0.393,13,21,18,23,0.722,0.913,9,12,33,39,51,58,20,24,9,8,12,15,7,6,94,112
2021-22,Pacers,Jazz,1,0,44,40,80,84,0.55,0.476,14,15,29,35,0.483,0.429,23,18,32,19,0.719,0.947,5,9,33,30,49,41,30,20,9,6,10,15,7,3,125,113
2021-22,Pacers,Hornets,0,1,36,44,86,85,0.419,0.518,17,9,45,26,0.378,0.346,19,19,29,32,0.655,0.594,10,8,35,40,57,57,25,27,8,12,18,14,6,5,108,116
2021-22,Pacers,Pistons,1,0,45,40,91,81,0.495,0.494,7,7,32,25,0.219,0.28,25,26,28,30,0.893,0.867,8,6,33,31,51,43,26,20,6,6,9,12,7,4,122,113
2021-22,Pacers,Wizards,1,0,43,43,82,81,0.524,0.531,9,7,23,15,0.391,0.467,21,17,22,21,0.955,0.81,13,9,27,21,47,35,25,25,10,11,16,12,10,2,116,110
2021-22,Pacers,Raptors,1,0,47,37,97,89,0.485,0.416,11,7,39,30,0.282,0.233,9,16,11,22,0.818,0.727,17,13,36,28,63,47,31,17,6,8,13,11,4,3,114,97
2021-22,Hornets,Pacers,1,0,44,41,81,88,0.543,0.466,12,11,31,36,0.387,0.306,21,25,28,32,0.75,0.781,6,8,39,30,52,46,28,19,8,10,17,10,7,6,121,118
2021-22,Pistons,Pacers,1,0,34,33,80,79,0.425,0.418,8,9,28,37,0.286,0.243,21,14,28,19,0.75,0.737,8,7,34,36,52,52,16,14,13,5,13,18,5,5,97,89
2021-22,Pacers,76ers,1,0,47,38,82,89,0.573,0.427,14,12,28,23,0.5,0.522,10,25,15,29,0.667,0.862,7,18,30,28,42,53,33,16,7,11,15,14,10,2,118,113
2021-22,Jazz,Pacers,0,1,39,43,83,96,0.47,0.448,9,11,32,31,0.281,0.355,13,14,23,19,0.565,0.737,7,15,30,38,48,64,22,19,6,7,12,13,4,5,100,111
2021-22,Kings,Pacers,0,1,31,37,84,83,0.369,0.446,10,6,34,25,0.294,0.24,19,14,22,18,0.864,0.778,8,13,25,41,41,65,20,13,14,8,12,21,6,7,91,94
2021-22,Trail Blazers,Pacers,1,0,40,43,82,88,0.488,0.489,17,14,39,42,0.436,0.333,13,6,15,10,0.867,0.6,6,7,36,33,46,47,27,28,7,8,14,11,4,2,110,106
2021-22,Pacers,Spurs,1,0,52,47,91,89,0.571,0.528,18,14,38,28,0.474,0.5,9,10,12,14,0.75,0.714,10,8,29,28,45,43,37,34,11,6,16,17,4,4,131,118
2021-22,Pacers,Raptors,0,1,35,39,81,92,0.432,0.424,13,11,43,32,0.302,0.344,11,8,16,12,0.688,0.667,8,12,32,36,50,58,25,18,8,8,20,18,10,4,94,97
2021-22,Raptors,Pacers,1,0,46,38,100,79,0.46,0.481,14,10,30,29,0.467,0.345,12,14,19,17,0.632,0.824,16,9,25,31,55,50,22,19,18,6,12,23,6,7,118,100
2021-22,Wizards,Pacers,1,0,49,52,94,97,0.521,0.536,19,15,38,34,0.5,0.441,18,15,19,20,0.947,0.75,6,7,32,35,44,52,24,28,5,5,9,12,6,6,135,134
2021-22,Hornets,Pacers,1,0,46,42,107,90,0.43,0.467,13,17,31,47,0.419,0.362,18,21,27,24,0.667,0.875,12,8,34,43,64,57,29,29,9,2,8,17,5,10,123,122
2021-22,76ers,Pistons,1,0,46,38,88,83,0.523,0.458,5,11,25,34,0.2,0.324,21,19,23,29,0.913,0.655,10,15,32,27,46,53,25,26,13,4,11,20,6,4,118,106
2021-22,Raptors,76ers,1,0,45,37,91,75,0.495,0.493,15,19,33,36,0.455,0.528,14,21,18,25,0.778,0.84,12,6,29,31,49,43,22,26,7,7,11,17,4,3,119,114
2021-22,76ers,Hornets,1,0,53,42,87,87,0.609,0.483,21,11,43,30,0.488,0.367,17,19,21,24,0.81,0.792,10,7,37,25,50,38,38,34,10,14,19,17,5,1,144,114
2021-22,Pistons,76ers,1,0,41,31,82,69,0.5,0.449,10,7,35,26,0.286,0.269,10,25,15,28,0.667,0.893,5,4,33,35,45,42,26,22,11,8,10,15,4,9,102,94
2021-22,Suns,76ers,1,0,45,37,87,89,0.517,0.416,13,10,27,36,0.481,0.278,11,20,17,26,0.647,0.769,5,12,35,33,50,56,24,22,5,6,13,12,5,4,114,104
2021-22,76ers,Raptors,0,1,30,35,73,93,0.411,0.376,7,7,27,26,0.259,0.269,21,16,28,23,0.75,0.696,5,20,35,36,50,65,21,16,7,5,10,9,5,4,88,93
2021-22,76ers,Thunder,1,0,36,35,93,90,0.387,0.389,7,6,26,35,0.269,0.171,21,11,26,12,0.808,0.917,15,11,40,41,60,58,19,21,7,6,11,16,10,8,100,87
2021-22,76ers,Suns,0,1,41,43,89,95,0.461,0.453,10,6,32,26,0.313,0.231,17,22,18,24,0.944,0.917,6,11,38,37,52,51,24,27,7,7,15,8,4,5,109,114
2021-22,76ers,Wizards,0,1,41,41,91,90,0.451,0.456,11,9,27,22,0.407,0.409,10,15,13,19,0.769,0.789,10,15,31,37,47,59,23,25,2,1,4,10,4,5,103,106
2021-22,76ers,Grizzlies,1,0,49,47,100,102,0.49,0.461,11,6,31,30,0.355,0.2,13,19,15,28,0.867,0.679,14,15,35,33,60,57,30,18,8,14,21,14,12,6,122,119
2021-22,76ers,Kings,1,0,36,36,70,82,0.514,0.439,12,12,30,35,0.4,0.343,19,17,26,20,0.731,0.85,3,10,33,33,42,48,24,24,8,9,18,13,3,2,103,101
2021-22,Spurs,76ers,0,1,42,44,89,92,0.472,0.478,10,7,30,16,0.333,0.438,15,20,22,23,0.682,0.87,12,13,31,34,52,53,30,22,4,5,9,10,5,3,109,115
2021-22,Wizards,76ers,1,0,42,35,87,86,0.483,0.407,9,7,30,26,0.3,0.269,24,21,32,25,0.75,0.84,9,10,40,32,62,46,25,19,7,9,12,12,6,3,117,98
2021-22,76ers,Hornets,0,1,34,46,73,89,0.466,0.517,12,10,30,34,0.4,0.294,18,7,28,8,0.643,0.875,3,7,30,35,49,44,18,29,3,9,17,12,3,3,98,109
2021-22,76ers,Spurs,1,0,45,38,87,92,0.517,0.413,8,9,23,30,0.348,0.3,21,15,27,20,0.778,0.75,12,11,37,28,56,51,28,22,7,6,13,12,4,6,119,100
2021-22,Raptors,76ers,0,1,38,34,87,77,0.437,0.442,15,14,41,30,0.366,0.467,18,32,22,38,0.818,0.842,9,8,34,34,54,48,24,23,7,6,10,8,5,4,109,114
2021-22,Wizards,76ers,0,1,35,43,90,86,0.389,0.5,8,12,33,31,0.242,0.387,18,19,28,22,0.643,0.864,14,10,29,40,53,58,22,25,6,6,8,13,1,8,96,117
2021-22,Grizzlies,76ers,1,0,47,37,89,83,0.528,0.446,14,4,34,22,0.412,0.182,18,13,23,19,0.783,0.684,11,5,39,33,55,44,29,22,12,5,11,15,6,10,126,91
2021-22,76ers,Jazz,0,1,38,43,88,91,0.432,0.473,6,15,33,40,0.182,0.375,14,17,15,24,0.933,0.708,6,16,28,36,43,63,17,22,9,7,12,12,4,5,96,118
2021-22,Hornets,76ers,0,1,39,36,80,75,0.488,0.48,10,13,29,34,0.345,0.382,18,25,21,30,0.857,0.833,8,8,27,28,43,45,22,23,7,6,19,17,4,4,106,110
2021-22,Hornets,76ers,0,1,48,46,107,87,0.449,0.529,16,15,46,36,0.348,0.417,12,20,17,27,0.706,0.741,13,8,29,41,52,60,31,28,6,6,8,15,6,9,124,127
2021-22,Kings,76ers,0,1,33,36,80,85,0.413,0.424,7,9,31,32,0.226,0.281,21,21,29,27,0.724,0.778,11,11,38,34,59,51,17,19,4,9,14,7,0,6,94,102
2021-22,Trail Blazers,76ers,1,0,40,41,80,81,0.5,0.506,15,10,34,28,0.441,0.357,23,19,23,21,1,0.905,5,3,33,29,44,38,23,24,6,7,13,12,7,4,118,111
2021-22,Jazz,76ers,1,0,46,33,89,90,0.517,0.367,16,6,38,29,0.421,0.207,12,13,19,17,0.632,0.765,6,6,50,36,63,48,27,19,5,5,11,9,8,5,120,85
2021-22,76ers,Raptors,0,1,40,42,88,96,0.455,0.438,11,14,34,33,0.324,0.424,18,17,19,17,0.947,1,9,16,30,31,47,56,29,25,8,10,12,12,8,7,109,115
2021-22,Pistons,76ers,0,1,35,41,87,83,0.402,0.494,11,12,36,32,0.306,0.375,17,15,19,22,0.895,0.682,12,15,29,34,46,57,21,22,6,8,11,15,2,3,98,109
2021-22,76ers,Trail Blazers,1,0,43,40,83,84,0.518,0.476,13,12,36,34,0.361,0.353,14,11,16,18,0.875,0.611,7,13,27,32,40,53,34,21,11,5,11,15,6,2,113,103
2021-22,76ers,Pistons,1,0,38,35,76,86,0.5,0.407,12,13,27,39,0.444,0.333,22,19,24,27,0.917,0.704,6,10,40,27,52,47,22,22,7,11,21,14,9,4,110,102
2021-22,Thunder,76ers,0,1,40,41,84,88,0.476,0.466,8,17,31,41,0.258,0.415,15,16,19,20,0.789,0.8,6,12,36,35,47,52,24,25,9,4,11,12,4,9,103,115
2021-22,Suns,Kings,0,1,42,40,103,76,0.408,0.526,14,14,47,26,0.298,0.538,11,22,15,30,0.733,0.733,18,2,32,38,57,52,27,26,9,9,11,15,7,7,109,116
2021-22,Jazz,Suns,0,1,35,46,88,92,0.398,0.5,11,6,38,19,0.289,0.316,24,13,33,15,0.727,0.867,15,11,29,35,55,55,20,27,8,7,11,13,4,3,105,111
2021-22,Thunder,Suns,1,0,43,37,87,89,0.494,0.416,17,7,41,38,0.415,0.184,14,15,18,17,0.778,0.882,12,6,42,27,61,41,33,22,7,14,18,11,4,4,117,96
2021-22,Grizzlies,Suns,1,0,46,47,102,86,0.451,0.547,7,10,24,27,0.292,0.37,23,10,28,17,0.821,0.588,16,2,32,37,55,52,30,27,7,8,11,20,2,4,122,114
2021-22,Kings,Suns,0,1,39,46,91,92,0.429,0.5,16,12,34,28,0.471,0.429,30,23,36,27,0.833,0.852,9,10,33,40,52,56,27,25,12,12,15,18,2,5,124,127
2021-22,Suns,Raptors,0,1,44,42,88,94,0.5,0.447,11,14,36,32,0.306,0.438,13,19,17,21,0.765,0.905,5,12,35,36,47,55,27,19,7,11,16,17,8,4,112,117
2021-22,Suns,Trail Blazers,1,0,40,30,80,78,0.5,0.385,14,11,36,31,0.389,0.355,26,19,31,25,0.839,0.76,7,5,39,30,53,46,32,22,14,10,16,19,6,2,120,90
2021-22,Suns,Jazz,0,1,44,44,86,94,0.512,0.468,13,17,28,40,0.464,0.425,13,13,16,20,0.813,0.65,10,14,26,27,44,58,24,23,7,7,9,10,5,6,114,118
2021-22,Thunder,Suns,0,1,44,46,93,86,0.473,0.535,6,13,31,34,0.194,0.382,10,19,11,21,0.909,0.905,7,3,35,40,46,46,22,32,10,14,16,16,4,6,104,124
2021-22,Wizards,Suns,0,1,30,40,85,99,0.353,0.404,5,8,24,31,0.208,0.258,15,7,19,14,0.789,0.5,8,20,34,44,50,75,14,26,8,6,9,10,4,7,80,95
2021-22,Suns,Spurs,1,0,48,45,97,100,0.495,0.45,11,13,32,37,0.344,0.351,8,7,12,8,0.667,0.875,11,11,35,32,58,51,31,27,6,6,8,11,5,3,115,110
2021-22,Jazz,Suns,0,1,34,40,79,82,0.43,0.488,12,7,30,18,0.4,0.389,17,18,23,27,0.739,0.667,8,9,31,35,46,56,20,14,6,6,16,9,4,7,97,105
2021-22,Suns,Jazz,1,0,47,40,99,81,0.475,0.494,13,14,36,31,0.361,0.452,8,15,15,22,0.533,0.682,18,7,33,31,62,45,28,16,10,11,14,14,5,3,115,109
2021-22,Spurs,Suns,0,1,41,49,92,95,0.446,0.516,9,9,30,32,0.3,0.281,16,14,22,20,0.727,0.7,13,12,34,33,57,52,21,29,3,9,12,5,2,5,107,121
2021-22,Pistons,Suns,0,1,38,51,82,87,0.463,0.586,9,11,25,27,0.36,0.407,23,22,34,30,0.676,0.733,5,11,27,40,40,59,25,30,6,4,11,15,2,7,108,135
2021-22,Raptors,Suns,0,1,36,35,89,74,0.404,0.473,8,11,37,32,0.216,0.344,15,18,25,22,0.6,0.818,22,10,25,29,59,47,15,25,11,10,16,20,3,2,95,99
2021-22,Hornets,Suns,0,1,39,52,85,103,0.459,0.505,9,17,35,41,0.257,0.415,12,12,21,12,0.571,1,5,14,29,39,44,62,27,36,10,15,18,17,9,4,99,133
2021-22,Suns,Thunder,1,0,41,38,89,96,0.461,0.396,12,7,34,35,0.353,0.2,21,14,28,16,0.75,0.875,18,14,38,31,62,53,22,19,7,6,15,12,7,1,115,97
2021-22,Suns,Grizzlies,0,1,41,45,90,88,0.456,0.511,11,11,31,29,0.355,0.379,20,13,23,17,0.87,0.765,10,15,25,35,44,55,25,22,11,10,11,19,2,6,113,114
2021-22,Suns,Thunder,1,0,45,37,93,96,0.484,0.385,15,11,39,41,0.385,0.268,8,16,13,21,0.615,0.762,11,11,41,33,59,58,26,17,9,6,14,13,8,5,113,101
2021-22,Suns,Hornets,1,0,54,36,95,100,0.568,0.36,20,10,41,45,0.488,0.222,9,24,13,28,0.692,0.857,10,13,47,30,64,49,35,26,5,12,18,9,8,6,137,106
2021-22,Suns,Wizards,1,0,42,40,79,82,0.532,0.488,9,6,29,21,0.31,0.286,25,12,26,19,0.962,0.632,9,6,38,26,48,39,25,22,9,11,20,16,2,3,118,98
2021-22,Trail Blazers,Suns,0,1,40,44,96,93,0.417,0.473,13,11,41,31,0.317,0.355,14,12,22,15,0.636,0.8,12,8,36,41,57,59,23,30,7,7,14,14,3,0,107,111
2021-22,Suns,Spurs,1,0,43,40,94,93,0.457,0.43,10,11,29,29,0.345,0.379,12,13,18,19,0.667,0.684,15,9,34,32,60,56,27,31,6,12,17,15,4,6,108,104
2021-22,Suns,Pistons,1,0,43,36,79,80,0.544,0.45,12,11,21,27,0.571,0.407,16,20,23,26,0.696,0.769,6,7,38,29,51,42,23,20,8,6,15,13,3,6,114,103
2021-22,Spurs,Suns,0,1,49,45,93,88,0.527,0.511,5,12,20,27,0.25,0.444,8,13,16,16,0.5,0.813,11,11,33,33,52,46,23,25,9,10,15,15,4,0,111,115
2021-22,Grizzlies,Suns,0,1,37,46,98,94,0.378,0.489,7,18,33,37,0.212,0.486,13,9,23,9,0.565,1,17,4,42,42,66,53,19,28,6,12,15,12,6,6,94,119
2021-22,Suns,Trail Blazers,1,0,49,44,94,91,0.521,0.484,11,7,28,30,0.393,0.233,10,14,12,16,0.833,0.875,9,14,30,32,45,51,27,24,6,5,11,16,6,2,119,109
2021-22,Kings,Suns,0,1,37,44,82,93,0.451,0.473,10,12,24,30,0.417,0.4,20,9,26,11,0.769,0.818,8,5,38,33,57,45,18,28,6,14,24,15,6,9,104,109
2021-22,Suns,Kings,0,1,42,42,93,95,0.452,0.442,6,15,22,38,0.273,0.395,17,11,24,15,0.708,0.733,14,8,42,32,66,49,23,28,6,7,11,12,6,6,107,110
2021-22,Trail Blazers,Suns,1,0,51,43,94,89,0.543,0.483,21,9,50,28,0.42,0.321,11,10,17,15,0.647,0.667,8,7,40,31,55,45,24,27,8,6,9,14,5,1,134,105
2021-22,Trail Blazers,Jazz,0,1,31,37,83,82,0.373,0.451,9,9,34,36,0.265,0.25,9,28,12,38,0.75,0.737,5,15,27,45,38,72,21,23,11,8,16,17,8,6,80,111
2021-22,Thunder,Trail Blazers,1,0,39,35,81,83,0.481,0.422,9,11,29,32,0.31,0.344,11,13,22,16,0.5,0.813,13,10,34,30,56,48,15,24,12,10,17,17,12,6,98,94
2021-22,Spurs,Trail Blazers,1,0,38,33,84,84,0.452,0.393,14,16,42,45,0.333,0.356,23,10,30,15,0.767,0.667,10,7,41,32,62,47,25,22,9,7,13,14,1,4,113,92
2021-22,Spurs,Trail Blazers,1,0,46,41,81,92,0.568,0.446,16,15,37,35,0.432,0.429,22,14,28,20,0.786,0.7,8,12,36,30,46,52,34,27,9,12,15,12,6,2,130,111
2021-22,Trail Blazers,Thunder,0,1,51,48,112,90,0.455,0.533,20,20,50,45,0.4,0.444,9,18,13,25,0.692,0.72,19,11,28,38,57,57,28,32,17,7,11,21,5,3,131,134
2021-22,Trail Blazers,Spurs,0,1,36,46,94,94,0.383,0.489,7,19,26,44,0.269,0.432,17,22,18,24,0.944,0.917,12,14,31,39,51,58,18,34,5,8,18,14,5,11,96,133
2021-22,Pistons,Trail Blazers,0,1,36,37,85,88,0.424,0.42,9,8,35,28,0.257,0.286,34,37,41,49,0.829,0.755,12,17,36,30,62,57,22,22,8,15,20,9,5,7,115,119
2021-22,Trail Blazers,Wizards,1,0,48,39,93,83,0.516,0.47,11,14,30,34,0.367,0.412,20,26,22,27,0.909,0.963,12,9,31,26,49,43,21,26,10,7,11,15,3,8,127,118
2021-22,Jazz,Trail Blazers,1,0,42,29,81,89,0.519,0.326,17,9,46,36,0.37,0.25,22,18,27,22,0.815,0.818,6,9,44,27,61,47,31,19,3,4,9,10,5,2,123,85
2021-22,Grizzlies,Trail Blazers,0,1,37,43,85,85,0.435,0.506,11,13,30,32,0.367,0.406,34,24,42,32,0.81,0.75,10,13,29,30,52,54,20,23,10,6,10,12,7,5,119,123
2021-22,Trail Blazers,Thunder,0,1,40,33,101,87,0.396,0.379,6,15,33,42,0.182,0.357,7,15,10,21,0.7,0.714,17,13,36,39,62,62,18,24,7,5,12,15,4,6,93,96
2021-22,Thunder,Trail Blazers,1,0,35,34,86,81,0.407,0.42,12,7,41,38,0.293,0.184,16,6,17,8,0.941,0.75,11,6,39,35,56,45,22,18,6,7,13,15,3,6,98,81
2021-22,Raptors,Trail Blazers,0,1,39,45,98,85,0.398,0.529,18,18,54,32,0.333,0.563,9,6,14,13,0.643,0.462,15,10,28,37,55,56,28,31,15,8,16,22,8,7,105,114
2021-22,Wizards,Trail Blazers,0,1,39,39,90,85,0.433,0.459,12,13,37,39,0.324,0.333,20,24,23,35,0.87,0.686,10,8,33,31,58,53,20,19,4,13,20,13,3,2,110,115
2021-22,Trail Blazers,Kings,1,0,37,33,88,85,0.42,0.388,17,7,40,31,0.425,0.226,12,15,15,21,0.8,0.714,10,8,38,38,59,53,26,20,6,8,17,12,5,5,103,88
2021-22,Trail Blazers,Jazz,0,1,37,46,88,87,0.42,0.529,14,8,40,29,0.35,0.276,17,20,24,32,0.708,0.625,11,13,34,33,54,57,23,22,6,6,11,11,3,3,105,120
2021-22,Grizzlies,Trail Blazers,0,1,35,35,91,74,0.385,0.473,9,11,34,32,0.265,0.344,21,24,25,28,0.84,0.857,10,9,23,42,43,60,22,17,13,4,8,25,5,9,100,105
2021-22,Trail Blazers,Hornets,1,0,44,44,85,92,0.518,0.478,21,13,47,37,0.447,0.351,16,15,18,18,0.889,0.833,7,10,34,28,50,44,27,29,7,8,17,13,6,4,125,116
2021-22,Trail Blazers,Grizzlies,0,1,31,39,82,82,0.378,0.476,15,11,38,32,0.395,0.344,26,24,28,30,0.929,0.8,5,11,33,42,45,57,18,22,9,10,15,16,6,5,103,113
2021-22,Trail Blazers,Spurs,0,1,29,44,82,91,0.354,0.484,12,14,34,36,0.353,0.389,13,12,17,16,0.765,0.75,8,6,33,42,49,59,19,32,8,10,18,14,6,5,83,114
2021-22,Trail Blazers,Pistons,1,0,41,29,96,76,0.427,0.382,14,9,42,35,0.333,0.257,14,25,18,30,0.778,0.833,10,7,33,38,56,55,24,17,8,4,11,19,5,7,110,92
2021-22,Jazz,Trail Blazers,1,0,47,42,89,91,0.528,0.462,19,11,46,31,0.413,0.355,16,12,23,17,0.696,0.706,8,12,35,30,56,47,30,19,6,1,5,9,3,3,129,107
2021-22,Kings,Trail Blazers,1,0,45,44,86,94,0.523,0.468,12,12,33,38,0.364,0.316,23,21,34,25,0.676,0.84,14,13,29,30,55,51,21,27,4,9,14,15,4,1,125,121
2021-22,Trail Blazers,Raptors,1,0,46,41,82,89,0.561,0.461,16,15,36,33,0.444,0.455,10,16,14,18,0.714,0.889,7,12,32,27,46,44,25,20,6,7,14,11,7,2,118,113
2021-22,Hornets,Trail Blazers,1,0,46,43,89,97,0.517,0.443,20,17,42,54,0.476,0.315,13,10,21,11,0.619,0.909,10,15,34,32,51,55,36,30,4,4,9,12,6,5,125,113
2021-22,Trail Blazers,Grizzlies,1,0,39,35,84,96,0.464,0.365,15,17,36,50,0.417,0.34,23,9,31,19,0.742,0.474,13,21,35,29,56,68,22,27,11,9,14,22,6,3,116,96
2021-22,Trail Blazers,Kings,0,1,45,42,93,92,0.484,0.457,12,17,35,41,0.343,0.415,19,23,22,29,0.864,0.793,9,7,40,36,57,50,25,24,5,6,13,10,5,4,121,124
2021-22,Jazz,Kings,1,0,48,47,86,94,0.558,0.5,16,13,41,33,0.39,0.394,22,18,31,21,0.71,0.857,10,8,34,25,55,42,21,27,4,6,10,7,5,3,134,125
2021-22,Spurs,Kings,0,1,46,39,93,85,0.495,0.459,12,10,32,32,0.375,0.313,8,27,16,32,0.5,0.844,6,9,34,40,50,56,28,26,8,6,11,14,5,2,112,115
2021-22,Thunder,Kings,0,1,40,49,86,87,0.465,0.563,11,10,35,31,0.314,0.323,19,23,27,30,0.704,0.767,7,11,31,35,48,51,28,30,12,10,17,17,5,6,110,131
2021-22,Wizards,Kings,0,1,41,43,88,76,0.466,0.566,13,12,38,28,0.342,0.429,15,25,21,29,0.714,0.862,10,6,22,36,43,47,26,27,11,4,10,14,3,2,110,123
2021-22,Kings,Thunder,1,0,43,42,83,87,0.518,0.483,12,9,32,30,0.375,0.3,15,10,22,16,0.682,0.625,7,7,40,34,54,44,30,23,13,8,16,14,4,1,113,103
2021-22,Kings,Pistons,0,1,44,46,84,91,0.524,0.505,12,15,27,36,0.444,0.417,31,26,44,30,0.705,0.867,8,13,27,28,50,52,22,27,4,3,7,9,8,6,131,133
2021-22,Kings,Thunder,1,0,40,35,95,90,0.421,0.389,17,11,39,33,0.436,0.333,20,30,27,36,0.741,0.833,11,8,46,37,68,55,25,16,3,6,10,9,9,6,117,111
2021-22,Kings,Grizzlies,0,1,34,47,81,100,0.42,0.47,10,9,29,30,0.345,0.3,24,24,27,30,0.889,0.8,9,19,29,34,45,64,22,33,7,11,18,12,9,6,102,127
